No.,Compound ID,SMILES,Assay ID,LogP app,,,,,,,,,
565,CHEMBL3431918,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccc(C([O-])=O)cc4)=O)cc3[C@](F)(F)F)=O,CHEMBL3431937,-5.58,,,,,,,,,
566,CHEMBL3431920,C[C@@](N(S(=O)(c4cc(Cl)ccc4OC)=O)c1cc(C(Nc3ncc(CC([O-])=O)s3)=O)cc2c1OCO2)C,CHEMBL3431937,-5.45,,,,,,,,,
567,CHEMBL3431922,COCCN(S(=O)(c4cc(Cl)ccc4OC)=O)c1cc(C(Nc3nc(CC([O-])=O)cs3)=O)cc2c1OCO2,CHEMBL3431937,-5.94,,,,,,,,,
568,CHEMBL3431926,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ncc(CC([O-])=O)s4)=O)cc3Cl)=O,CHEMBL3431937,-5.51,,,,,,,,,
569,CHEMBL3431927,COc1ccc(Cl)cc1S(=O)(N2CCOc3c2cc(C(Nc4ccn(CC([O-])=O)n4)=O)cc3Cl)=O,CHEMBL3431937,-7.52,,,,,,,,,
570,CHEMBL595,N1C(=O)S[C@@](Cc3ccc(OCCc2ncc(CC)cc2)cc3)C1=O,CHEMBL3431937,-5.13,,,,,,,,,
571,CHEMBL108877,c1(O)ccccc1Cl,CHEMBL905613,-4.47,,,,,,,,,
572,CHEMBL11,N1(CCC[N@H+](C)C)c2c(cccc2)CCc3c1cccc3,CHEMBL905613,-4.54,,,,,,,,,
573,CHEMBL110739,C1CC(=O)C=C2CC[C@@]3[C@]([C@@](O)C[C@@]4(C)[C@]3CC[C@@]4C(=O)CO)[C@@]12C,CHEMBL905613,-4.67,,,,,,,,,
574,CHEMBL112,C(=O)(C)Nc1ccc(O)cc1,CHEMBL905613,-5.91,,,,,,,,,
575,CHEMBL113,c12c(n(C)cn2)C(=O)N(C)C(=O)N1C,CHEMBL905613,-5.21,,,,,,,,,
576,CHEMBL1143,c1(Cl)cc(Cl)ccc1O,CHEMBL905613,-4.58,,,,,,,,,
577,CHEMBL13,O(C[C@](C[NH2+][C@@](C)C)O)c1ccc(CCOC)cc1,CHEMBL905613,-5.01,,,,,,,,,
578,CHEMBL130,[N+]([O-])(=O)c1ccc(cc1)[C@@](O)[C@@](CO)NC(=O)[C@@](Cl)Cl,CHEMBL905613,-5.35,,,,,,,,,
579,CHEMBL131,C1C(=O)C=C2[C@]([C@@]4[C@]([C@]3[C@]([C@](C(CO)=O)(O)CC3)(C)C[C@@]4O)CC2)(C)C=1,CHEMBL905613,-5.49,,,,,,,,,
580,CHEMBL134,C1(=NCCN1)Nc2c(cccc2Cl)Cl,CHEMBL905613,-4.97,,,,,,,,,
581,CHEMBL13888,[N+]([O-])(=O)c1cc(ccc1)O,CHEMBL905613,-4.56,,,,,,,,,
582,CHEMBL14060,Oc1ccccc1,CHEMBL905613,-4.16,,,,,,,,,
583,CHEMBL14068,[N+]([O-])(=O)c1cc(ccc1)N,CHEMBL905613,-4.35,,,,,,,,,
584,CHEMBL14092,c1(ccccc1)c2ccccc2,CHEMBL905613,-5.39,,,,,,,,,
585,CHEMBL14205,Oc1c(cccc1)[N+](=O)[O-],CHEMBL905613,-4.05,,,,,,,,,
586,CHEMBL14282,Nc1ccc(cc1)[N+](=O)[O-],CHEMBL905613,-4.43,,,,,,,,,
587,CHEMBL15063,n1c(nc(N[C@@](C)C)nc1NCC)Cl,CHEMBL905613,-4.4,,,,,,,,,
588,CHEMBL154,c1([C@](C)C(=O)[O-])cc2c(cc1)cc(OC)cc2,CHEMBL905613,-5.29,,,,,,,,,
589,CHEMBL15844,n1ccc2ccccc12,CHEMBL905612,-4.5,,,,,,,,,
590,CHEMBL15888,Clc1ccc(cc1)N,CHEMBL905613,-4.12,,,,,,,,,
591,CHEMBL16,N1C(=O)[C@](c2ccccc2)(c3ccccc3)NC=1O,CHEMBL905613,-4.58,,,,,,,,,
592,CHEMBL1790041,[N+]([O-])(=O)\C=C(\NCCSCc1oc(C[N@H+](C)C)cc1)/NC,CHEMBL905613,-5.87,,,,,,,,,
593,CHEMBL189558,O=C1[C@@](NC(=O)[C@](Cc3ccc(cc3)O)N1)Cc2ccc(cc2)O,CHEMBL905612,-6.17,,,,,,,,,
594,CHEMBL190,N1(C)c2c(ncn2)C(=O)N(C)C1=O,CHEMBL905613,-5.4,,,,,,,,,
595,CHEMBL191011,N1C(=O)[C@](Cc3cnc5c3cccc5)NC(=O)[C@@]1Cc2cnc4c2cccc4,CHEMBL905612,-5.04,,,,,,,,,
596,CHEMBL207225,C([O-])(CCc1cnc2c1cccc2)=O,CHEMBL905612,-5.68,,,,,,,,,
597,CHEMBL22,n1c(N)c(cnc1N)Cc2cc(OC)c(OC)c(OC)c2,CHEMBL905613,-5.46,,,,,,,,,
598,CHEMBL226544,[C@]1(Cc2cnc3c2cccc3)C(NCC(N1)=O)=O,CHEMBL905612,-6.02,,,,,,,,,
599,CHEMBL226545,c2ccc1c(c(CCO)cn1)c2,CHEMBL905612,-4.72,,,,,,,,,
600,CHEMBL226650,c1cccc([C@@](CC)C)c1OC(NC)=O,CHEMBL905613,-4.57,,,,,,,,,
601,CHEMBL226651,COC1=NN(CSP(OC)(OC)=S)C(S1)=O,CHEMBL905613,-4.76,,,,,,,,,
602,CHEMBL226967,COP2(OCc1ccccc1O2)=S,CHEMBL905613,-4.8,,,,,,,,,
603,CHEMBL226968,CCc1ccc(C(NN([C@](C)(C)C)C(c2cc(C)cc(C)c2)=O)=O)cc1,CHEMBL905612,-4.8,,,,,,,,,
604,CHEMBL226969,C[C@](C)(N(NC(c2ccc(Cl)cc2)=O)C(c1ccccc1)=O)C,CHEMBL905612,-4.76,,,,,,,,,
605,CHEMBL227020,Cc1cc(C)cc(C(N(NC(c2c(C)c3c(OCCC3)cc2)=O)[C@](C)(C)C)=O)c1,CHEMBL905612,-4.78,,,,,,,,,
606,CHEMBL227122,c4cccc1c4nc(C[C@@](C([O-])=O)NC(=O)OC[C@]2c3c(c5c2cccc5)cccc3)c1,CHEMBL905612,-4.89,,,,,,,,,
607,CHEMBL227123,[NH3+][C@@](Cc2cnc1c2cccc1)C(N)=O,CHEMBL905612,-5.56,,,,,,,,,
608,CHEMBL227124,[NH3+]CC(=O)N[C@@](Cc1cnc2c1cccc2)C(N)=O,CHEMBL905612,-6.38,,,,,,,,,
609,CHEMBL227173,[NH3+][C@@](Cc1cnc2c1cccc2)C(=O)N[C@@](C)C(=O)N[C@@]([C@@](C)C)C(N)=O,CHEMBL905612,-6.62,,,,,,,,,
610,CHEMBL227174,N(C(C)=O)[C@@](Cc1cnc2c1cccc2)C(N[C@@]([C@@](C)C)C(N)=O)=O,CHEMBL905612,-6.18,,,,,,,,,
611,CHEMBL227181,c1(C)ccc(CC)cn1,CHEMBL905613,-5.33,,,,,,,,,
612,CHEMBL227265,c1cccc2c1nc(C[C@@](C([O-])=O)NC(=O)O[C@](C)(C)C)c2,CHEMBL905612,-5.77,,,,,,,,,
613,CHEMBL227338,N(C(C)=O)[C@](Cc1cnc2c1cccc2)C(=O)N[C@@]([C@@](C)C)C(N)=O,CHEMBL905612,-6.14,,,,,,,,,
614,CHEMBL227339,N(C(C)=O)[C@@](Cc1ccc(O)cc1)C(N[C@@](C[C@@](C)C)C(N)=O)=O,CHEMBL905612,-6.54,,,,,,,,,
615,CHEMBL23,[C@]1(OC(C)=O)C(=O)N(CC[N@@H+](C)C)c3c(cccc3)S[C@]1c2ccc(OC)cc2,CHEMBL905613,-5.62,,,,,,,,,
616,CHEMBL23832,c1cccc(Nc2ccccc2C(=O)[O-])c1,CHEMBL905613,-4.78,,,,,,,,,
617,CHEMBL266195,O(C[C@@](O)C[NH2+][C@@](C)C)c1c(cccc1)CC=C,CHEMBL905613,-4.7,,,,,,,,,
618,CHEMBL27,c12c(cccc1cccc2)OC[C@@](O)C[NH2+][C@@](C)C,CHEMBL905613,-4.53,,,,,,,,,
619,CHEMBL274009,[N+]([O-])(=O)c1c(cccc1)N,CHEMBL905613,-4.24,,,,,,,,,
620,CHEMBL277474,C1(=O)N(c2ccccc2)N(C)C(C)=C1,CHEMBL905613,-5.36,,,,,,,,,
621,CHEMBL279564,c12c3c4ccc1cccc2ccc3ccc4,CHEMBL905613,-5.21,,,,,,,,,
622,CHEMBL288470,C1(=O)C(N(C)C)=C(C)N(C)N1c2ccccc2,CHEMBL905613,-4.55,,,,,,,,,
623,CHEMBL29878,c1(C)c(O)ccc(C)c1,CHEMBL905613,-4.27,,,,,,,,,
624,CHEMBL323348,c1(C(OC)=O)c(C(OC)=O)cccc1,CHEMBL905613,-4.18,,,,,,,,,
625,CHEMBL325415,c1c(cccc1Cl)N,CHEMBL905613,-4.15,,,,,,,,,
626,CHEMBL35,NS(=O)(c1c(cc(c(C(=O)[O-])c1)NCc2ccco2)Cl)=O,CHEMBL905613,-6.4,,,,,,,,,
627,CHEMBL354761,[N+]([O-])(=O)c1cc(Cl)ccc1Cl,CHEMBL905613,-4.77,,,,,,,,,
628,CHEMBL374395,c1cccc2c1nc(C[C@@](C([O-])=O)NC(=O)OCc3ccccc3)c2,CHEMBL905612,-5.62,,,,,,,,,
629,CHEMBL379099,c1cccc2c1ncc2C(N)=O,CHEMBL905612,-5.21,,,,,,,,,
630,CHEMBL384467,C1=CC(=O)C=C2CC[C@@]3[C@@]([C@@](O)C[C@@]4(C)[C@]3C[C@@](C)[C@]4(O)C(=O)CO)(F)[C@@]12C,CHEMBL905613,-5.23,,,,,,,,,
631,CHEMBL386630,C1CC(C=C2CC[C@@]3[C@](CC[C@@]4(C)[C@]3CC[C@@]4O)[C@@]12C)=O,CHEMBL905613,-4.59,,,,,,,,,
632,CHEMBL38688,c1ccc(Nc2ccccc2)cc1,CHEMBL905613,-5.28,,,,,,,,,
633,CHEMBL387527,c12ccccc1ncc2C(=O)[O-],CHEMBL905612,-6.1,,,,,,,,,
634,CHEMBL387744,c1cc(C(=O)NN([C@](C)(C)C)C(=O)c2ccccc2)ccc1,CHEMBL905612,-4.78,,,,,,,,,
635,CHEMBL388382,c2c(C[C@@](C(N[C@@](Cc1ccccc1)C(N)=O)=O)NC(C)=O)ccc(O)c2,CHEMBL905612,-6.92,,,,,,,,,
636,CHEMBL388384,c1ccccc1CSP(O[C@@](C)C)(=O)O[C@@](C)C,CHEMBL905613,-4.44,,,,,,,,,
637,CHEMBL388558,c1(C(OCC)=O)c(C(OCC)=O)cccc1,CHEMBL905613,-4.66,,,,,,,,,
638,CHEMBL388559,CCN(C(SCc1ccc(Cl)cc1)=O)CC,CHEMBL905613,-4.47,,,,,,,,,
639,CHEMBL388560,n1c(C)cc(OP(OCC)(=S)OCC)nc1[C@@](C)C,CHEMBL905613,-5.02,,,,,,,,,
640,CHEMBL389621,C2CC(=O)C=C1CC[C@@]3[C@]([C@@](O)C[C@@]4(C)[C@]3CC[C@]4(O)C(=O)CO)[C@]12C,CHEMBL905613,-5.32,,,,,,,,,
641,CHEMBL389885,c1cccc(Cl)c1N,CHEMBL905613,-4.19,,,,,,,,,
642,CHEMBL390937,c2cccc1c2c(C[C@@](C(N)=O)NC(C)=O)cn1,CHEMBL905612,-5.72,,,,,,,,,
643,CHEMBL390938,[NH3+][C@@](Cc2ccccc2)C(=O)N[C@@](Cc1cnc3c1cccc3)C(N)=O,CHEMBL905612,-5.22,,,,,,,,,
644,CHEMBL406819,c1cc(ncc1CN2CCNC2\=N[\N+]([O-])=O)Cl,CHEMBL905613,-5.32,,,,,,,,,
645,CHEMBL424,c1(c(cccc1)O)C(=O)[O-],CHEMBL905613,-5.72,,,,,,,,,
646,CHEMBL429,c1(C(N)=O)cc([C@@](O)C[NH2+][C@@](C)CCc2ccccc2)ccc1O,CHEMBL905613,-5.2,,,,,,,,,
647,CHEMBL435,NS(=O)(c1cc2c(NCNS2(=O)=O)cc1Cl)=O,CHEMBL905613,-6.57,,,,,,,,,
648,CHEMBL46931,c1cccc(C)c1O,CHEMBL905613,-4.03,,,,,,,,,
649,CHEMBL500,c12c(cccc1OC[C@@](O)C[NH2+][C@@](C)C)ncc2,CHEMBL905613,-5.49,,,,,,,,,
650,CHEMBL521,C([O-])(=O)[C@@](C)c1ccc(C[C@@](C)C)cc1,CHEMBL905613,-4.49,,,,,,,,,
651,CHEMBL527,S1(=O)(=O)N(C)C(C(=O)Nc3ncccc3)=C(O)c2c1cccc2,CHEMBL905613,-4.88,,,,,,,,,
652,CHEMBL537,c1cc(O)ccc1O,CHEMBL905613,-5.2,,,,,,,,,
653,CHEMBL538,Nc1ccccc1,CHEMBL905613,-3.92,,,,,,,,,
654,CHEMBL546,O(C[C@@](O)C[NH2+][C@@](C)C)c1c(cccc1)OCC=C,CHEMBL905613,-4.9,,,,,,,,,
655,CHEMBL55772,N(NC(=O)c2c(C)c(ccc2)OC)([C@](C)(C)C)C(=O)c1cc(C)cc(C)c1,CHEMBL905612,-4.72,,,,,,,,,
656,CHEMBL571,C(=O)(c2ccccc2)c1cc(ccc1)[C@](C)C(=O)[O-],CHEMBL905613,-5.5,,,,,,,,,
657,CHEMBL642,c1(C(C)=O)c(ccc(c1)NC(CCC)=O)OC[C@@](O)C[NH2+][C@@](C)C,CHEMBL905613,-6.15,,,,,,,,,
658,CHEMBL6466,C1(=O)C=Cc2ccccc2O1,CHEMBL905613,-4.22,,,,,,,,,
659,CHEMBL649,c12C[C@](O)[C@](O)Cc2cccc1OC[C@@](O)C[NH2+][C@@](C)(C)C,CHEMBL905613,-5.6,,,,,,,,,
660,CHEMBL66381,c1cc(C#N)ccc1O,CHEMBL905613,-4.73,,,,,,,,,
661,CHEMBL6640,c2ccc1c(ncc1CC[NH3+])c2,CHEMBL905612,-5.27,,,,,,,,,
662,CHEMBL6966,O(C)c1cc(ccc1OC)[C@](CCC[N@H+](C)CCc2cc(c(cc2)OC)OC)(C#N)[C@@](C)C,CHEMBL905613,-4.41,,,,,,,,,
663,CHEMBL6995,C(=O)(C)Nc1ccc(cc1)OC[C@](O)C[NH2+][C@@](C)C,CHEMBL905613,-6.13,,,,,,,,,
664,CHEMBL72,N1(CCC[NH2+]C)c2c(cccc2)CCc3c1cccc3,CHEMBL905613,-4.45,,,,,,,,,
665,CHEMBL82411,c12c(c(CC(=O)[O-])cn1)cccc2,CHEMBL905612,-6.4,,,,,,,,,
666,CHEMBL9,c1(N3CC[NH2+]CC3)c(F)cc2c(N(CC)C=C(C(=O)[O-])C2=O)c1,CHEMBL905613,-6.72,,,,,,,,,
667,CHEMBL9967,N1(C(=O)C[N@H+]2CC[N@H+](C)CC2)c3c(cccc3)C(=O)Nc4c1nccc4,CHEMBL905613,-6.06,,,,,,,,,
668,CHEMBL108877,c1(O)ccccc1Cl,CHEMBL905613,-4.82,,,,,,,,,
669,CHEMBL11,N1(CCC[N@H+](C)C)c2c(cccc2)CCc3c1cccc3,CHEMBL905613,-4.2,,,,,,,,,
670,CHEMBL110739,C1CC(=O)C=C2CC[C@@]3[C@]([C@@](O)C[C@@]4(C)[C@]3CC[C@@]4C(=O)CO)[C@@]12C,CHEMBL905613,-4.47,,,,,,,,,
671,CHEMBL112,C(=O)(C)Nc1ccc(O)cc1,CHEMBL905613,-5.65,,,,,,,,,
672,CHEMBL113,c12c(n(C)cn2)C(=O)N(C)C(=O)N1C,CHEMBL905613,-4.8,,,,,,,,,
673,CHEMBL1143,c1(Cl)cc(Cl)ccc1O,CHEMBL905613,-3.9,,,,,,,,,
674,CHEMBL13,O(C[C@](C[NH2+][C@@](C)C)O)c1ccc(CCOC)cc1,CHEMBL905613,-4.84,,,,,,,,,
675,CHEMBL130,[N+]([O-])(=O)c1ccc(cc1)[C@@](O)[C@@](CO)NC(=O)[C@@](Cl)Cl,CHEMBL905613,-5.24,,,,,,,,,
676,CHEMBL131,C1C(=O)C=C2[C@]([C@@]4[C@]([C@]3[C@]([C@](C(CO)=O)(O)CC3)(C)C[C@@]4O)CC2)(C)C=1,CHEMBL905613,-5.52,,,,,,,,,
677,CHEMBL134,C1(=NCCN1)Nc2c(cccc2Cl)Cl,CHEMBL905613,-4.94,,,,,,,,,
678,CHEMBL13888,[N+]([O-])(=O)c1cc(ccc1)O,CHEMBL905613,-4.16,,,,,,,,,
679,CHEMBL14060,Oc1ccccc1,CHEMBL905613,-3.83,,,,,,,,,
680,CHEMBL14068,[N+]([O-])(=O)c1cc(ccc1)N,CHEMBL905613,-3.71,,,,,,,,,
681,CHEMBL14092,c1(ccccc1)c2ccccc2,CHEMBL905613,-4.27,,,,,,,,,
682,CHEMBL14205,Oc1c(cccc1)[N+](=O)[O-],CHEMBL905613,-3.66,,,,,,,,,
683,CHEMBL14282,Nc1ccc(cc1)[N+](=O)[O-],CHEMBL905613,-3.91,,,,,,,,,
684,CHEMBL15063,n1c(nc(N[C@@](C)C)nc1NCC)Cl,CHEMBL905613,-4.14,,,,,,,,,
685,CHEMBL154,c1([C@](C)C(=O)[O-])cc2c(cc1)cc(OC)cc2,CHEMBL905613,-5.26,,,,,,,,,
686,CHEMBL15888,Clc1ccc(cc1)N,CHEMBL905613,-3.59,,,,,,,,,
687,CHEMBL16,N1C(=O)[C@](c2ccccc2)(c3ccccc3)NC=1O,CHEMBL905613,-4.93,,,,,,,,,
688,CHEMBL1790041,[N+]([O-])(=O)\C=C(\NCCSCc1oc(C[N@H+](C)C)cc1)/NC,CHEMBL905613,-5.52,,,,,,,,,
689,CHEMBL190,N1(C)c2c(ncn2)C(=O)N(C)C1=O,CHEMBL905613,-5.58,,,,,,,,,
690,CHEMBL22,n1c(N)c(cnc1N)Cc2cc(OC)c(OC)c(OC)c2,CHEMBL905613,-5.38,,,,,,,,,
691,CHEMBL226650,c1cccc([C@@](CC)C)c1OC(NC)=O,CHEMBL905613,-3.88,,,,,,,,,
692,CHEMBL226651,COC1=NN(CSP(OC)(OC)=S)C(S1)=O,CHEMBL905613,-4.33,,,,,,,,,
693,CHEMBL226967,COP2(OCc1ccccc1O2)=S,CHEMBL905613,-4.36,,,,,,,,,
694,CHEMBL227181,c1(C)ccc(CC)cn1,CHEMBL905613,-4.89,,,,,,,,,
695,CHEMBL23,[C@]1(OC(C)=O)C(=O)N(CC[N@@H+](C)C)c3c(cccc3)S[C@]1c2ccc(OC)cc2,CHEMBL905613,-3.91,,,,,,,,,
696,CHEMBL23832,c1cccc(Nc2ccccc2C(=O)[O-])c1,CHEMBL905613,-4.61,,,,,,,,,
697,CHEMBL266195,O(C[C@@](O)C[NH2+][C@@](C)C)c1c(cccc1)CC=C,CHEMBL905613,-4.21,,,,,,,,,
698,CHEMBL27,c12c(cccc1cccc2)OC[C@@](O)C[NH2+][C@@](C)C,CHEMBL905613,-4.42,,,,,,,,,
699,CHEMBL274009,[N+]([O-])(=O)c1c(cccc1)N,CHEMBL905613,-3.64,,,,,,,,,
700,CHEMBL277474,C1(=O)N(c2ccccc2)N(C)C(C)=C1,CHEMBL905613,-5,,,,,,,,,
701,CHEMBL279564,c12c3c4ccc1cccc2ccc3ccc4,CHEMBL905613,-4.32,,,,,,,,,
702,CHEMBL288470,C1(=O)C(N(C)C)=C(C)N(C)N1c2ccccc2,CHEMBL905613,-4.14,,,,,,,,,
703,CHEMBL29878,c1(C)c(O)ccc(C)c1,CHEMBL905613,-3.58,,,,,,,,,
704,CHEMBL323348,c1(C(OC)=O)c(C(OC)=O)cccc1,CHEMBL905613,-3.8,,,,,,,,,
705,CHEMBL325415,c1c(cccc1Cl)N,CHEMBL905613,-3.58,,,,,,,,,
706,CHEMBL35,NS(=O)(c1c(cc(c(C(=O)[O-])c1)NCc2ccco2)Cl)=O,CHEMBL905613,-6.24,,,,,,,,,
707,CHEMBL354761,[N+]([O-])(=O)c1cc(Cl)ccc1Cl,CHEMBL905613,-4.09,,,,,,,,,
708,CHEMBL384467,C1=CC(=O)C=C2CC[C@@]3[C@@]([C@@](O)C[C@@]4(C)[C@]3C[C@@](C)[C@]4(O)C(=O)CO)(F)[C@@]12C,CHEMBL905613,-4.95,,,,,,,,,
709,CHEMBL386630,C1CC(C=C2CC[C@@]3[C@](CC[C@@]4(C)[C@]3CC[C@@]4O)[C@@]12C)=O,CHEMBL905613,-3.87,,,,,,,,,
710,CHEMBL38688,c1ccc(Nc2ccccc2)cc1,CHEMBL905613,-4.82,,,,,,,,,
711,CHEMBL388384,c1ccccc1CSP(O[C@@](C)C)(=O)O[C@@](C)C,CHEMBL905613,-3.44,,,,,,,,,
712,CHEMBL388558,c1(C(OCC)=O)c(C(OCC)=O)cccc1,CHEMBL905613,-4.33,,,,,,,,,
713,CHEMBL388559,CCN(C(SCc1ccc(Cl)cc1)=O)CC,CHEMBL905613,-4.03,,,,,,,,,
714,CHEMBL388560,n1c(C)cc(OP(OCC)(=S)OCC)nc1[C@@](C)C,CHEMBL905613,-4.51,,,,,,,,,
715,CHEMBL389621,C2CC(=O)C=C1CC[C@@]3[C@]([C@@](O)C[C@@]4(C)[C@]3CC[C@]4(O)C(=O)CO)[C@]12C,CHEMBL905613,-5.07,,,,,,,,,
716,CHEMBL389885,c1cccc(Cl)c1N,CHEMBL905613,-3.61,,,,,,,,,
717,CHEMBL406819,c1cc(ncc1CN2CCNC2\=N[\N+]([O-])=O)Cl,CHEMBL905613,-5.28,,,,,,,,,
718,CHEMBL424,c1(c(cccc1)O)C(=O)[O-],CHEMBL905613,-5.31,,,,,,,,,
719,CHEMBL429,c1(C(N)=O)cc([C@@](O)C[NH2+][C@@](C)CCc2ccccc2)ccc1O,CHEMBL905613,-5.25,,,,,,,,,
720,CHEMBL435,NS(=O)(c1cc2c(NCNS2(=O)=O)cc1Cl)=O,CHEMBL905613,-6.54,,,,,,,,,
721,CHEMBL46931,c1cccc(C)c1O,CHEMBL905613,-3.53,,,,,,,,,
722,CHEMBL500,c12c(cccc1OC[C@@](O)C[NH2+][C@@](C)C)ncc2,CHEMBL905613,-5.85,,,,,,,,,
723,CHEMBL521,C([O-])(=O)[C@@](C)c1ccc(C[C@@](C)C)cc1,CHEMBL905613,-4.14,,,,,,,,,
724,CHEMBL527,S1(=O)(=O)N(C)C(C(=O)Nc3ncccc3)=C(O)c2c1cccc2,CHEMBL905613,-4.72,,,,,,,,,
725,CHEMBL537,c1cc(O)ccc1O,CHEMBL905613,-5.34,,,,,,,,,
726,CHEMBL538,Nc1ccccc1,CHEMBL905613,-3.52,,,,,,,,,
727,CHEMBL546,O(C[C@@](O)C[NH2+][C@@](C)C)c1c(cccc1)OCC=C,CHEMBL905613,-5.03,,,,,,,,,
728,CHEMBL571,C(=O)(c2ccccc2)c1cc(ccc1)[C@](C)C(=O)[O-],CHEMBL905613,-5.4,,,,,,,,,
729,CHEMBL642,c1(C(C)=O)c(ccc(c1)NC(CCC)=O)OC[C@@](O)C[NH2+][C@@](C)C,CHEMBL905613,-5.58,,,,,,,,,
730,CHEMBL6466,C1(=O)C=Cc2ccccc2O1,CHEMBL905613,-3.56,,,,,,,,,
731,CHEMBL649,c12C[C@](O)[C@](O)Cc2cccc1OC[C@@](O)C[NH2+][C@@](C)(C)C,CHEMBL905613,-4.49,,,,,,,,,
732,CHEMBL66381,c1cc(C#N)ccc1O,CHEMBL905613,-4.65,,,,,,,,,
733,CHEMBL6966,O(C)c1cc(ccc1OC)[C@](CCC[N@H+](C)CCc2cc(c(cc2)OC)OC)(C#N)[C@@](C)C,CHEMBL905613,-3.96,,,,,,,,,
734,CHEMBL6995,C(=O)(C)Nc1ccc(cc1)OC[C@](O)C[NH2+][C@@](C)C,CHEMBL905613,-6.43,,,,,,,,,
735,CHEMBL72,N1(CCC[NH2+]C)c2c(cccc2)CCc3c1cccc3,CHEMBL905613,-3.81,,,,,,,,,
736,CHEMBL9,c1(N3CC[NH2+]CC3)c(F)cc2c(N(CC)C=C(C(=O)[O-])C2=O)c1,CHEMBL905613,-6.75,,,,,,,,,
737,CHEMBL9967,N1(C(=O)C[N@H+]2CC[N@H+](C)CC2)c3c(cccc3)C(=O)Nc4c1nccc4,CHEMBL905613,-6.09,,,,,,,,,
738,BDH_33697220,C(c2cc4c(CCC4)cc2)(=O)N1CC[C@@]3(CC1)CNC(COc5c(cccc5)CC=CC3)=O,Astellas,-4.52,,,,,,,,,
739,BDH_33701281,C(N2CC[C@@]3(CC2)C(=O)NCCOc4c(cccc4)C(=O)NCC=CC3)(=O)c1ncc[n+]1,Astellas,-6.52,,,,,,,,,
740,BDH_33702300,c1(cc(C[C@](C)C)no1)C(=O)N2CC[C@]3(CC2)C(=O)NCCNC(=O)c4c(cccc4)OCCCC3,Astellas,-4.64,,,,,,,,,
741,LAS_51647569,n1cnn(c1)CC(N2CC[C@@]3(CC2)C(=O)N(C)CCOc4c(CCCCC3)cccc4)=O,Astellas,-4.63,,,,,,,,,
742,LAS_51649260,c2cnc4c(CN(Cc3cccc(OC)c3OC)CCCCCOc1c(cccc1)O4)c2,Astellas,-4.54,,,,,,,,,
743,LAS_51658240,c1cnc2c(CN(Cc4c(OC)c(OC)ccc4)CCOCCOc3c(cccc3)O2)c1,Astellas,-4.56,,,,,,,,,
744,LAS_51663301,c1(C(N2CC[C@]3(C(=O)NCCOCc4c[n+](nn4)CCCC3)CC2)=O)cn(CCC)nc1,Astellas,-6.05,,,,,,,,,
745,LAS_51900482,[C@@]1(N3CC[C@]2(CC3)CCCCc4c(cccc4)OCCCC(=O)N(C2)C)CCOCC1,Astellas,-4.6,,,,,,,,,
746,LAS_51900724,N(C)(C)CCCNC(=O)[C@@]2NC(=O)c1ccccc1OC[C@@]([C@](C)C)NC(=O)[C@@]([C@](C)C)NC(=O)[C@](C[C@](C)C)NC(=O)CC2,Astellas,-5.84,,,,,,,,,
747,LAS_51904053,N1(CCOCC1)CCCNC(=O)[C@]3NC(=O)c2c(OCCN(C)C(=O)[C@@]([C@](C)C)NC(=O)C3)cccc2,Astellas,-5.68,,,,,,,,,
748,LAS_52042692,c1(OCC)ccc(CN4Cc3c[n+](CC(=O)NCCOc2ccccc2C4)nn3)cc1,Astellas,-4.55,,,,,,,,,
749,LAS_52042848,[C@@]1(N4CC(=O)Nc2cc(Cl)ccc2Oc3ccccc3OCCOCC4)CCOCC1,Astellas,-4.57,,,,,,,,,
750,LAS_52044571,[n+]1(CC(N3CC[C@]4(CC3)CNC(=O)COc2c(C[C@@](O)[C@](O)C4)cccc2)=O)c([C@@](C)C)ncc1,Astellas,-5.2,,,,,,,,,
751,LAS_52104235,C1(=O)NCCCOc3c(cccc3)C(=O)N[C@@](C(=O)O)CCC(=O)N[C@@]1Cc2ccccc2,Astellas,-5.82,,,,,,,,,
752,LAS_52105209,N1(C)CCCN(C(=O)[C@@]2NC(=O)c3c(cccc3)OCCCNC(=O)[C@](C[C@](C)C)NC(=O)CC2)CC1,Astellas,-5.69,,,,,,,,,
753,LAS_52107944,C1C[C@@](CCN1Cc6ccc(cc6)F)C(=O)N5C[C@@]3CC[C@@](CCN(c4ccccc4C5)C(=O)C)N3Cc2ccncc2,Astellas,-4.59,,,,,,,,,
754,LAS_52110813,O1CCN(C(O[C@@](C)(C)C)=O)CCN(CC)C(=O)c3c(nccc3)Oc2c1cccc2,Astellas,-4.59,,,,,,,,,
755,LAS_52132208,C1(=O)N[C@@](Cc4ccccc4)COc3c(cccc3)C(=O)NCCCOc2c(cccc2)C(=O)N[C@@](C(O)=O)CC1,Astellas,-6.1,,,,,,,,,
756,LAS_52135120,[C@]2(CNC(=O)[C@@]4NC(=O)c3c(OC[C@@]([C@](C)C)NC(=O)[C@]5(CCCC5)NC(=O)CC4)cccc3)(CCOCC2)c1cc(ccc1)F,Astellas,-4.8,,,,,,,,,
